,category,price,price_1m2,area,title_deed,repair,room_number,floor_house,total_floors,title_length,floor_status
18412,New construction,176000.0,1600.0,110.0,don't exist,don't exist,3.0,14.0,18.0,48,3
18413,New construction,300000.0,2000.0,150.0,exist,don't exist,3.0,13.0,18.0,48,2
18414,New construction,160000.0,1600.0,100.0,exist,exist,3.0,9.0,16.0,51,2
18415,New construction,308000.0,3050.0,101.0,exist,exist,2.0,4.0,15.0,57,2
18416,Old building,132000.0,1890.0,70.0,exist,don't exist,3.0,2.0,5.0,46,2
18417,New construction,265000.0,2210.0,120.0,exist,exist,3.0,10.0,15.0,51,2
18418,New construction,205000.0,1670.0,123.0,exist,exist,3.0,5.0,17.0,51,2
18419,New construction,99000.0,1710.0,58.0,exist,exist,2.0,12.0,18.0,51,2
18420,New construction,200000.0,1590.0,126.0,exist,don't exist,3.0,11.0,17.0,49,2
18421,New construction,453250.0,1750.0,259.0,exist,don't exist,4.0,17.0,17.0,46,3
18422,New construction,255000.0,1650.0,155.0,exist,don't exist,4.0,4.0,20.0,52,1
18423,New construction,225000.0,1700.0,132.0,exist,exist,3.0,5.0,16.0,48,2
18424,New construction,230000.0,2560.0,90.0,don't exist,don't exist,2.0,7.0,7.0,47,3
18425,New construction,227000.0,1550.0,146.2,don't exist,don't exist,3.0,5.0,18.0,50,2
18426,New construction,239000.0,2850.0,84.0,exist,exist,2.0,6.0,17.0,45,2
18427,New construction,255000.0,2110.0,121.0,exist,exist,3.0,10.0,12.0,48,3
18428,New construction,155000.0,1890.0,82.0,exist,exist,2.0,9.0,10.0,51,3
18429,New construction,174000.0,1290.0,135.0,exist,exist,5.0,1.0,5.0,49,1
18430,New construction,225000.0,2340.0,96.0,exist,exist,2.0,11.0,18.0,56,2
18431,New construction,290000.0,3630.0,80.0,exist,exist,2.0,8.0,22.0,44,2
18432,Old building,109500.0,1830.0,60.0,exist,exist,2.0,8.0,9.0,52,3
18433,New construction,310000.0,1870.0,165.5,exist,exist,4.0,6.0,20.0,53,2
18434,New construction,95000.0,979.0,97.0,exist,don't exist,2.0,8.0,19.0,45,2
18435,New construction,430000.0,2560.0,168.0,exist,exist,3.0,18.0,22.0,58,3
18436,New construction,170000.0,1700.0,100.0,exist,exist,2.0,3.0,15.0,48,1
18437,New construction,187000.0,2400.0,78.0,exist,exist,3.0,8.0,15.0,47,2
18438,Old building,84000.0,2000.0,42.0,exist,exist,2.0,3.0,5.0,48,2
18439,New construction,180000.0,1650.0,109.0,exist,exist,3.0,2.0,12.0,47,1
18440,New construction,280000.0,1750.0,160.0,don't exist,exist,3.0,17.0,18.0,48,3
18441,New construction,96000.0,1570.0,61.0,don't exist,don't exist,1.0,12.0,17.0,56,2
18442,New construction,299000.0,2020.0,148.0,don't exist,don't exist,3.0,13.0,27.0,48,2
18443,New construction,550000.0,1720.0,320.0,exist,exist,7.0,10.0,20.0,51,2
18444,New construction,210860.0,1840.0,114.6,don't exist,don't exist,3.0,11.0,14.0,51,3
18445,New construction,187000.0,1200.0,156.0,don't exist,exist,3.0,21.0,23.0,47,3
18446,New construction,247000.0,2110.0,117.0,exist,exist,3.0,15.0,20.0,48,2
18447,New construction,220000.0,2200.0,100.0,exist,exist,3.0,3.0,18.0,48,1
18448,New construction,116000.0,2000.0,58.0,exist,exist,2.0,8.0,16.0,44,2
18449,New construction,230000.0,2560.0,90.0,don't exist,exist,2.0,7.0,7.0,47,3
18450,New construction,570000.0,1840.0,310.0,exist,exist,5.0,15.0,19.0,58,3
18451,New construction,330000.0,2640.0,125.0,exist,exist,3.0,7.0,18.0,46,2
18452,Old building,152000.0,2530.0,60.0,exist,exist,2.0,9.0,10.0,55,3
18453,New construction,180000.0,2200.0,82.0,exist,exist,2.0,4.0,18.0,54,1
18454,New construction,165000.0,2540.0,65.0,don't exist,exist,2.0,7.0,16.0,56,2
18455,New construction,166000.0,2020.0,82.0,exist,exist,2.0,6.0,16.0,51,2
18456,New construction,200000.0,2860.0,70.0,exist,exist,3.0,1.0,5.0,45,1
18457,New construction,580000.0,2500.0,232.0,exist,don't exist,4.0,14.0,21.0,46,2
18458,New construction,345000.0,2460.0,140.0,exist,exist,3.0,7.0,16.0,46,2
18459,Old building,165000.0,2290.0,72.0,exist,exist,3.0,7.0,9.0,47,3
18460,New construction,255000.0,2320.0,110.0,don't exist,exist,2.0,5.0,19.0,55,2
18461,New construction,59000.0,787.0,75.0,exist,exist,3.0,6.0,6.0,46,3
18462,New construction,201600.0,2800.0,72.0,exist,don't exist,2.0,9.0,16.0,45,2
18463,New construction,103000.0,1470.0,70.0,exist,exist,2.0,16.0,16.0,54,3
18464,Old building,210000.0,1620.0,130.0,exist,exist,5.0,5.0,9.0,52,2
18465,New construction,350000.0,3500.0,100.0,don't exist,exist,3.0,10.0,17.0,46,2
18466,New construction,175000.0,1840.0,95.0,exist,exist,4.0,12.0,17.0,51,2
18467,New construction,144000.0,1600.0,90.0,don't exist,exist,2.0,10.0,20.0,50,2
18468,New construction,211000.0,1700.0,124.0,don't exist,don't exist,3.0,11.0,16.0,51,2
18469,New construction,290000.0,1710.0,170.0,exist,don't exist,3.0,16.0,19.0,46,3
18470,New construction,430000.0,2770.0,155.0,exist,exist,3.0,8.0,23.0,58,2
18471,New construction,180000.0,2900.0,62.0,exist,exist,2.0,13.0,17.0,45,3
18472,New construction,175000.0,3500.0,50.0,don't exist,exist,1.0,5.0,16.0,45,2
18473,New construction,258000.0,2410.0,107.0,don't exist,exist,3.0,4.0,8.0,48,2
18474,New construction,163000.0,3020.0,54.0,don't exist,exist,2.0,5.0,17.0,46,2
18475,New construction,315000.0,1800.0,175.0,exist,exist,3.0,9.0,16.0,46,2
18476,New construction,155000.0,2820.0,55.0,don't exist,exist,2.0,10.0,18.0,56,2
18477,New construction,277000.0,3460.0,80.0,exist,exist,2.0,11.0,16.0,56,2
18478,New construction,150000.0,1460.0,103.0,exist,exist,3.0,7.0,17.0,51,2
18479,New construction,565000.0,3050.0,185.0,don't exist,exist,4.0,7.0,14.0,51,2
18480,New construction,180000.0,2690.0,67.0,exist,exist,3.0,4.0,16.0,48,2
18481,New construction,235000.0,2720.0,86.5,exist,exist,2.0,6.0,17.0,58,2
18482,New construction,650000.0,2080.0,312.0,exist,exist,6.0,16.0,21.0,58,3
18483,Old building,162000.0,2310.0,70.0,exist,exist,3.0,1.0,5.0,58,1
18484,New construction,111500.0,1700.0,65.6,don't exist,don't exist,2.0,12.0,14.0,50,3
18485,Old building,120000.0,1710.0,70.0,exist,exist,2.0,7.0,9.0,47,3
18486,New construction,138000.0,2510.0,55.0,exist,exist,2.0,15.0,19.0,50,3
18487,New construction,355000.0,1760.0,202.0,exist,don't exist,4.0,8.0,18.0,46,2
18488,New construction,142000.0,2840.0,50.0,exist,exist,2.0,14.0,19.0,51,2
18489,New construction,210000.0,1650.0,127.0,exist,exist,3.0,7.0,16.0,52,2
18490,New construction,218400.0,1680.0,130.0,exist,don't exist,3.0,6.0,16.0,58,2
18491,New construction,217000.0,3340.0,65.0,don't exist,exist,2.0,9.0,20.0,48,2
18492,New construction,383000.0,2350.0,163.0,exist,don't exist,3.0,6.0,16.0,58,2
18493,New construction,475000.0,4520.0,105.0,don't exist,exist,3.0,6.0,23.0,46,2
18494,Old building,205000.0,2930.0,70.0,exist,exist,3.0,2.0,3.0,51,2
18495,New construction,98000.0,2090.0,47.0,exist,exist,2.0,18.0,18.0,51,3
18496,New construction,269000.0,1630.0,165.0,exist,exist,4.0,2.0,13.0,51,1
18497,Old building,138000.0,2120.0,65.0,exist,exist,2.0,5.0,9.0,48,2
18498,New construction,145000.0,1580.0,92.0,don't exist,exist,2.0,10.0,20.0,50,2
18499,New construction,212000.0,1590.0,133.0,don't exist,don't exist,3.0,10.0,18.0,57,2
18500,Old building,185000.0,4400.0,42.0,exist,exist,2.0,3.0,5.0,51,2
18501,New construction,277000.0,3690.0,75.0,don't exist,exist,2.0,11.0,16.0,56,2
18502,New construction,322000.0,2060.0,156.0,exist,exist,4.0,9.0,10.0,51,3
18503,New construction,260000.0,1760.0,148.0,exist,exist,3.0,3.0,15.0,57,1
18504,Old building,119000.0,2160.0,55.0,exist,exist,2.0,2.0,6.0,51,2
18505,New construction,200000.0,2110.0,95.0,exist,don't exist,2.0,9.0,18.0,46,2
18506,New construction,339900.0,2120.0,160.0,exist,exist,4.0,17.0,19.0,46,3
18507,New construction,315000.0,1800.0,175.0,exist,don't exist,3.0,17.0,18.0,52,3
18508,New construction,349000.0,2300.0,152.0,don't exist,don't exist,4.0,8.0,17.0,49,2
18509,New construction,151000.0,1420.0,106.0,don't exist,don't exist,2.0,13.0,18.0,48,2
18510,New construction,145000.0,2160.0,67.0,exist,exist,2.0,3.0,19.0,48,1
18511,New construction,193000.0,1360.0,141.5,don't exist,don't exist,3.0,16.0,18.0,48,3
18512,New construction,265000.0,1790.0,148.0,exist,exist,4.0,2.0,5.0,45,2
18513,Old building,175000.0,1720.0,102.0,exist,exist,5.0,1.0,10.0,57,1
18514,New construction,60000.0,1500.0,40.0,exist,exist,2.0,2.0,17.0,51,1
18515,New construction,220000.0,1880.0,117.0,don't exist,don't exist,2.0,17.0,19.0,46,3
18516,New construction,235000.0,2220.0,106.0,exist,don't exist,3.0,5.0,16.0,57,2
18517,New construction,220000.0,1510.0,146.2,exist,don't exist,3.0,13.0,18.0,50,2
18518,New construction,365000.0,3320.0,110.0,exist,exist,3.0,8.0,16.0,57,2
18519,New construction,197000.0,1520.0,130.0,don't exist,don't exist,3.0,10.0,17.0,45,2
18520,New construction,202000.0,2730.0,74.0,don't exist,exist,2.0,8.0,12.0,47,2
18521,New construction,215000.0,3260.0,66.0,exist,exist,2.0,25.0,27.0,47,3
18522,Old building,80000.0,2290.0,35.0,exist,exist,2.0,8.0,9.0,52,3
18523,New construction,338000.0,2470.0,137.0,exist,exist,4.0,7.0,16.0,49,2
18524,New construction,328000.0,1810.0,181.0,exist,exist,4.0,14.0,20.0,49,2
18525,New construction,300000.0,3230.0,93.0,don't exist,exist,2.0,13.0,16.0,56,3
18526,New construction,188000.0,2140.0,88.0,exist,exist,2.0,4.0,19.0,44,1
18527,New construction,210000.0,1860.0,113.1,don't exist,don't exist,2.0,9.0,17.0,51,2
18528,New construction,490000.0,2230.0,220.0,exist,exist,4.0,17.0,18.0,49,3
18529,New construction,139000.0,2320.0,60.0,don't exist,exist,2.0,3.0,20.0,45,1
18530,New construction,189900.0,2110.0,90.0,exist,don't exist,2.0,6.0,16.0,56,2
18531,Old building,138000.0,1730.0,80.0,exist,exist,3.0,6.0,9.0,45,2
18532,New construction,650000.0,2080.0,312.0,exist,don't exist,5.0,16.0,20.0,58,3
18533,New construction,177000.0,2900.0,61.0,exist,exist,2.0,9.0,17.0,45,2
18534,Old building,144000.0,2060.0,70.0,exist,exist,2.0,9.0,16.0,45,2
18535,New construction,135000.0,1650.0,82.0,exist,exist,2.0,2.0,17.0,51,1
18536,New construction,534000.0,2670.0,200.0,exist,exist,4.0,5.0,9.0,46,2
18537,New construction,214000.0,1450.0,147.7,exist,exist,4.0,16.0,17.0,54,3
18538,New construction,235000.0,1870.0,126.0,don't exist,don't exist,3.0,14.0,20.0,52,2
18539,New construction,320000.0,2860.0,112.0,don't exist,exist,3.0,5.0,16.0,57,2
18540,New construction,194000.0,2000.0,97.0,exist,exist,2.0,2.0,13.0,56,1
18541,New construction,161900.0,2350.0,69.0,exist,exist,2.0,6.0,17.0,51,2
18542,New construction,113000.0,1410.0,80.0,don't exist,don't exist,2.0,3.0,14.0,49,1
18543,New construction,73000.0,579.0,126.0,don't exist,don't exist,3.0,2.0,10.0,47,1
18544,New construction,187000.0,2130.0,88.0,exist,exist,2.0,10.0,17.0,51,2
18545,Old building,127000.0,2120.0,60.0,exist,exist,2.0,2.0,5.0,48,2
18546,New construction,279000.0,1900.0,147.0,exist,exist,3.0,11.0,13.0,46,3
18547,New construction,140000.0,2260.0,62.0,exist,exist,2.0,2.0,6.0,51,2
18548,New construction,175000.0,3180.0,55.0,exist,exist,2.0,5.0,18.0,47,2
18549,New construction,349000.0,2300.0,152.0,exist,don't exist,4.0,8.0,17.0,49,2
18550,New construction,172000.0,2460.0,70.0,exist,exist,2.0,4.0,17.0,51,1
18551,New construction,110000.0,1860.0,59.0,don't exist,exist,2.0,5.0,15.0,50,2
18552,New construction,540000.0,4500.0,120.0,exist,exist,3.0,3.0,12.0,51,2
18553,New construction,665000.0,3670.0,181.0,exist,exist,4.0,10.0,18.0,48,2
18554,New construction,168000.0,2240.0,75.0,don't exist,exist,2.0,4.0,19.0,48,1
18555,Old building,111000.0,1850.0,60.0,exist,exist,2.0,5.0,9.0,52,2
18556,New construction,147000.0,2490.0,59.0,don't exist,exist,3.0,4.0,16.0,51,2
18557,Old building,115000.0,1440.0,80.0,exist,don't exist,3.0,7.0,9.0,52,3
18558,New construction,255000.0,2930.0,87.0,don't exist,exist,3.0,5.0,14.0,50,2
18559,Old building,115000.0,1640.0,70.0,exist,exist,3.0,3.0,5.0,52,2
18560,New construction,165000.0,2090.0,79.0,exist,exist,3.0,17.0,18.0,51,3
18561,New construction,300000.0,3000.0,100.0,exist,exist,3.0,11.0,14.0,46,3
18562,New construction,349000.0,2680.0,130.0,exist,exist,3.0,16.0,18.0,46,3
18563,New construction,215000.0,2260.0,95.0,exist,exist,2.0,9.0,17.0,45,2
18564,New construction,300000.0,3190.0,94.0,exist,exist,3.0,8.0,18.0,56,2
18565,New construction,300000.0,2140.0,140.0,exist,exist,3.0,4.0,17.0,49,1
18566,New construction,369000.0,2000.0,184.5,exist,don't exist,4.0,9.0,16.0,51,2
18567,New construction,215000.0,1950.0,110.0,exist,exist,3.0,15.0,18.0,48,3
18568,New construction,188000.0,2070.0,91.0,exist,exist,2.0,12.0,13.0,48,3
18569,Old building,135000.0,1690.0,80.0,exist,exist,4.0,3.0,9.0,52,2
18570,New construction,260000.0,1410.0,185.0,exist,exist,4.0,5.0,17.0,57,2
18571,Old building,175000.0,1840.0,95.0,exist,exist,4.0,5.0,9.0,51,2
18572,New construction,300000.0,2860.0,105.0,don't exist,don't exist,2.0,2.0,4.0,48,2
18573,New construction,270600.0,3300.0,82.0,don't exist,don't exist,2.0,6.0,19.0,44,2
18574,New construction,589000.0,2950.0,200.0,exist,exist,4.0,6.0,20.0,48,2
18575,New construction,510000.0,3040.0,168.0,exist,exist,3.0,12.0,19.0,46,2
18576,Old building,163000.0,1810.0,90.0,exist,exist,3.0,8.0,9.0,46,3
18577,New construction,540000.0,2950.0,183.0,exist,exist,3.0,13.0,19.0,45,2
18578,Old building,145000.0,1810.0,80.0,exist,exist,3.0,9.0,9.0,49,3
18579,New construction,154000.0,1710.0,90.0,exist,exist,3.0,6.0,12.0,50,2
18580,Old building,1200000.0,3880.0,309.0,exist,exist,4.0,3.0,3.0,46,3
18581,New construction,190000.0,2530.0,75.0,exist,exist,3.0,4.0,18.0,45,1
18582,New construction,420000.0,2460.0,170.5,exist,exist,3.0,4.0,15.0,47,2
18583,Old building,245000.0,2230.0,110.0,exist,exist,4.0,6.0,9.0,58,2
18584,New construction,250000.0,2940.0,85.0,exist,exist,3.0,5.0,20.0,45,2
18585,New construction,650000.0,3240.0,200.5,exist,exist,4.0,4.0,16.0,48,2
18586,New construction,157000.0,1910.0,82.0,exist,don't exist,2.0,14.0,19.0,51,2
18587,New construction,156500.0,2610.0,60.0,exist,exist,3.0,8.0,16.0,48,2
18588,New construction,650000.0,4330.0,150.0,exist,exist,3.0,7.0,8.0,57,3
18589,New construction,5100000.0,4860.0,1050.0,exist,exist,8.0,19.0,33.0,47,2
18590,New construction,594000.0,3000.0,198.0,exist,don't exist,3.0,16.0,20.0,46,3
18591,New construction,385000.0,2750.0,140.0,exist,exist,4.0,4.0,16.0,57,2
18592,New construction,1100000.0,4400.0,250.0,exist,exist,4.0,5.0,8.0,57,2
18593,New construction,281000.0,1850.0,152.0,don't exist,don't exist,3.0,15.0,21.0,57,2
18594,New construction,765000.0,3430.0,223.0,exist,don't exist,4.0,3.0,18.0,46,1
18595,New construction,950000.0,3350.0,284.0,exist,exist,5.0,12.0,15.0,46,3
18596,New construction,230000.0,2230.0,103.0,exist,exist,2.0,12.0,18.0,51,2
18597,New construction,935000.0,4680.0,200.0,exist,exist,4.0,6.0,17.0,46,2
18598,New construction,1020000.0,4880.0,209.0,exist,exist,4.0,13.0,16.0,45,3
18599,New construction,912000.0,3100.0,294.0,exist,don't exist,5.0,15.0,19.0,45,3
18600,New construction,308000.0,2030.0,152.0,exist,don't exist,4.0,3.0,16.0,49,1
18601,New construction,295000.0,2270.0,130.0,exist,exist,3.0,6.0,18.0,51,2
18602,New construction,170000.0,1980.0,86.0,exist,exist,3.0,16.0,17.0,57,3
18603,Old building,183000.0,2290.0,80.0,exist,exist,3.0,10.0,10.0,47,3
18604,New construction,1777000.0,8080.0,220.0,exist,exist,5.0,3.0,10.0,45,2
18605,New construction,475000.0,3300.0,144.0,don't exist,don't exist,3.0,2.0,8.0,48,2
18606,Old building,190000.0,1900.0,100.0,exist,exist,4.0,5.0,5.0,58,3
18607,New construction,145000.0,2420.0,60.0,exist,exist,2.0,21.0,23.0,57,3
18608,New construction,285000.0,2110.0,135.0,exist,exist,3.0,10.0,18.0,46,2
18609,Old building,120000.0,2000.0,60.0,exist,exist,2.0,6.0,9.0,49,2
18610,New construction,389000.0,2240.0,174.0,exist,exist,4.0,7.0,10.0,46,2
18611,Old building,129000.0,1430.0,90.0,exist,exist,3.0,1.0,5.0,51,1
18612,New construction,520000.0,1910.0,272.0,exist,don't exist,5.0,12.0,18.0,46,2
18613,New construction,385000.0,1730.0,223.0,exist,exist,4.0,17.0,18.0,46,3
18614,New construction,229000.0,1990.0,115.0,exist,exist,3.0,9.0,16.0,48,2
18615,New construction,370000.0,1680.0,220.0,exist,exist,4.0,17.0,24.0,57,2
18616,New construction,338000.0,2410.0,140.0,exist,don't exist,3.0,7.0,17.0,46,2
18617,New construction,196000.0,2250.0,87.0,exist,exist,3.0,12.0,19.0,51,2
18618,New construction,125000.0,1740.0,72.0,don't exist,exist,3.0,3.0,6.0,51,2
18619,New construction,3600000.0,4590.0,784.0,exist,don't exist,8.0,16.0,17.0,47,3
18620,New construction,2500000.0,5470.0,457.0,exist,exist,7.0,7.0,28.0,57,2
18621,New construction,301000.0,3850.0,78.2,don't exist,don't exist,2.0,7.0,22.0,47,2
18622,New construction,546000.0,2760.0,198.0,don't exist,don't exist,5.0,5.0,7.0,48,2
18623,New construction,414000.0,2960.0,140.0,exist,don't exist,3.0,5.0,7.0,48,2
18624,New construction,310000.0,1720.0,180.0,exist,exist,4.0,7.0,16.0,46,2
18625,New construction,628000.0,2880.0,218.0,exist,don't exist,5.0,4.0,7.0,48,2
18626,New construction,444000.0,2400.0,185.0,don't exist,don't exist,3.0,7.0,15.0,46,2
18627,New construction,292250.0,1720.0,170.0,exist,don't exist,4.0,18.0,19.0,46,3
18628,New construction,572000.0,2570.0,223.0,don't exist,don't exist,5.0,6.0,7.0,48,3
18629,New construction,305000.0,2330.0,131.0,exist,exist,3.0,18.0,20.0,48,3
18630,New construction,365000.0,2210.0,165.0,don't exist,exist,4.0,12.0,17.0,49,2
18631,New construction,290000.0,1530.0,190.0,exist,exist,4.0,12.0,18.0,49,2
18632,New construction,750000.0,3550.0,211.0,exist,don't exist,4.0,8.0,12.0,49,2
18633,New construction,312500.0,2580.0,121.3,exist,don't exist,3.0,12.0,18.0,48,2
18634,New construction,135800.0,2430.0,56.0,exist,exist,2.0,10.0,17.0,44,2
18635,New construction,558000.0,2700.0,207.0,exist,exist,4.0,8.0,14.0,48,2
18636,Old building,200000.0,2350.0,85.0,exist,exist,3.0,1.0,9.0,58,1
18637,Old building,187000.0,2340.0,80.0,exist,exist,3.0,8.0,9.0,57,3
18638,New construction,297500.0,1800.0,165.0,exist,exist,4.0,10.0,14.0,57,2
18639,New construction,80000.0,964.0,83.0,exist,exist,3.0,5.0,5.0,46,3
18640,New construction,291600.0,2980.0,98.0,don't exist,don't exist,2.0,11.0,17.0,45,2
18641,New construction,77000.0,1030.0,75.0,don't exist,exist,2.0,2.0,6.0,46,2
18642,New construction,330000.0,2430.0,136.0,exist,exist,3.0,16.0,18.0,57,3
18643,New construction,285000.0,3350.0,85.0,don't exist,exist,3.0,7.0,16.0,48,2
18644,Old building,130000.0,1630.0,80.0,exist,exist,4.0,9.0,9.0,53,3
18645,Old building,85000.0,1490.0,57.0,exist,exist,2.0,9.0,9.0,52,3
18646,Old building,157000.0,1310.0,120.0,exist,exist,4.0,8.0,9.0,53,3
18647,New construction,315000.0,2070.0,152.0,exist,exist,3.0,6.0,16.0,57,2
18648,New construction,130000.0,1760.0,74.0,don't exist,don't exist,1.0,11.0,16.0,45,2
18649,New construction,86000.0,1080.0,80.0,exist,don't exist,2.0,5.0,11.0,42,2
18650,Old building,235000.0,2610.0,90.0,exist,exist,3.0,2.0,3.0,46,2
18651,New construction,405000.0,4050.0,100.0,exist,exist,3.0,6.0,16.0,58,2
18652,Old building,62000.0,1240.0,50.0,exist,exist,2.0,2.0,5.0,43,2
18653,Old building,110000.0,1900.0,58.0,exist,exist,2.0,4.0,5.0,51,3
18654,New construction,107000.0,1670.0,64.0,don't exist,don't exist,1.0,7.0,16.0,48,2
18655,New construction,215000.0,1790.0,120.0,exist,exist,3.0,4.0,16.0,51,2
18656,New construction,272000.0,2010.0,135.0,exist,don't exist,3.0,5.0,17.0,48,2
18657,Old building,130000.0,2170.0,60.0,exist,exist,2.0,3.0,5.0,56,2
18658,Old building,143000.0,2600.0,55.0,exist,exist,2.0,3.0,5.0,46,2
18659,New construction,260000.0,1730.0,150.0,exist,exist,3.0,6.0,16.0,57,2
18660,New construction,319000.0,1610.0,198.0,exist,exist,3.0,13.0,15.0,48,3
18661,New construction,334000.0,2460.0,136.0,exist,exist,3.0,16.0,18.0,57,3
18662,Old building,170000.0,1890.0,90.0,exist,exist,3.0,8.0,9.0,57,3
18663,New construction,600000.0,2000.0,300.0,exist,exist,5.0,14.0,18.0,46,3
18664,New construction,330000.0,2290.0,144.0,exist,exist,3.0,19.0,25.0,57,3
18665,New construction,189000.0,3150.0,60.0,don't exist,exist,3.0,10.0,13.0,47,3
18666,New construction,522000.0,2580.0,202.0,exist,don't exist,3.0,10.0,21.0,46,2
18667,New construction,200000.0,1120.0,178.0,don't exist,don't exist,4.0,20.0,22.0,47,3
18668,New construction,325000.0,2650.0,122.5,don't exist,exist,3.0,8.0,17.0,59,2
18669,New construction,192000.0,1880.0,102.0,exist,exist,3.0,4.0,16.0,48,2
18670,Old building,142999.0,2040.0,70.0,exist,exist,2.0,7.0,9.0,51,3
18671,Old building,103000.0,1780.0,58.0,exist,exist,2.0,3.0,5.0,51,2
18672,Old building,111500.0,1920.0,58.0,exist,exist,2.0,2.0,5.0,51,2
18673,Old building,116000.0,2000.0,58.0,exist,exist,2.0,4.0,5.0,49,3
18674,Old building,140000.0,2150.0,65.0,exist,exist,2.0,3.0,3.0,49,3
18675,Old building,650000.0,3420.0,190.0,exist,exist,6.0,3.0,4.0,52,2
18676,Old building,200000.0,3640.0,55.0,exist,exist,2.0,2.0,5.0,46,2
18677,Old building,120000.0,2400.0,50.0,exist,exist,2.0,4.0,5.0,51,3
18678,New construction,415000.0,2180.0,190.0,don't exist,exist,4.0,4.0,18.0,49,1
18679,New construction,55000.0,407.0,135.0,exist,exist,3.0,8.0,12.0,45,2
18680,New construction,240000.0,1550.0,155.0,exist,don't exist,3.0,16.0,17.0,47,3
18681,Old building,146000.0,2090.0,70.0,exist,exist,3.0,3.0,5.0,51,2
18682,Old building,94000.0,1620.0,58.0,exist,exist,2.0,1.0,5.0,51,1
18683,New construction,280000.0,1080.0,260.0,exist,don't exist,4.0,20.0,21.0,51,3
18684,New construction,237000.0,1980.0,120.0,exist,exist,3.0,15.0,21.0,46,2
18685,Old building,96000.0,2400.0,40.0,exist,exist,1.0,2.0,5.0,46,2
18686,New construction,170000.0,929.0,183.0,don't exist,exist,4.0,17.0,18.0,51,3
18687,New construction,115000.0,2210.0,52.0,exist,exist,2.0,10.0,19.0,51,2
18688,New construction,375000.0,2610.0,143.5,exist,exist,4.0,3.0,13.0,50,1
18689,New construction,400000.0,2270.0,176.0,exist,exist,4.0,2.0,17.0,49,1
18690,New construction,220000.0,2780.0,79.0,don't exist,exist,2.0,5.0,17.0,56,2
18691,New construction,380000.0,2580.0,147.1,don't exist,don't exist,4.0,15.0,15.0,59,3
18692,New construction,315000.0,2600.0,121.3,exist,don't exist,3.0,13.0,18.0,48,2
18693,New construction,275000.0,1530.0,180.0,exist,exist,4.0,12.0,16.0,57,2
18694,New construction,126500.0,1190.0,106.0,exist,exist,3.0,14.0,15.0,48,3
18695,Old building,280000.0,3290.0,85.0,exist,exist,3.0,2.0,5.0,46,2
18696,New construction,184000.0,1150.0,160.0,exist,exist,4.0,2.0,12.0,51,1
18697,New construction,179000.0,2630.0,68.0,exist,exist,2.0,14.0,17.0,48,3
18698,New construction,365000.0,2500.0,146.0,exist,exist,3.0,11.0,16.0,57,2
18699,New construction,110000.0,3140.0,35.0,exist,exist,1.0,3.0,4.0,46,2
18700,New construction,325000.0,2320.0,140.0,exist,exist,4.0,19.0,21.0,49,3
18701,New construction,235000.0,2240.0,105.0,exist,exist,3.0,14.0,18.0,51,3
18702,New construction,395000.0,3160.0,125.0,exist,exist,3.0,3.0,17.0,46,1
18703,Old building,170000.0,1420.0,120.0,exist,exist,4.0,5.0,9.0,52,2
18704,New construction,197000.0,1880.0,105.0,exist,don't exist,2.0,7.0,17.0,47,2
18705,New construction,155000.0,2070.0,75.0,exist,exist,2.0,8.0,16.0,50,2
18706,New construction,290000.0,1650.0,176.0,exist,don't exist,4.0,6.0,16.0,49,2
18707,New construction,290000.0,2230.0,130.0,exist,exist,3.0,18.0,19.0,57,3
18708,New construction,178000.0,2070.0,86.0,exist,exist,3.0,9.0,13.0,46,2
18709,New construction,428780.0,2200.0,194.9,exist,don't exist,4.0,4.0,17.0,48,1
18710,New construction,339000.0,2120.0,160.0,exist,exist,4.0,17.0,19.0,46,3
18711,New construction,275000.0,2290.0,120.0,don't exist,exist,3.0,5.0,17.0,51,2
18712,New construction,214000.0,2180.0,98.0,exist,exist,3.0,10.0,18.0,56,2
18713,New construction,325000.0,2320.0,140.0,exist,exist,4.0,3.0,15.0,47,1
18714,Old building,137900.0,1970.0,70.0,exist,exist,2.0,8.0,9.0,56,3
18715,Old building,175000.0,1350.0,130.0,exist,exist,4.0,1.0,2.0,50,2
18716,New construction,190000.0,1680.0,113.0,don't exist,exist,3.0,7.0,17.0,52,2
18717,New construction,180000.0,1570.0,115.0,don't exist,exist,3.0,17.0,19.0,52,3
18718,Old building,145000.0,3220.0,45.0,exist,exist,2.0,5.0,5.0,51,3
18719,New construction,145000.0,1040.0,140.0,exist,exist,3.0,3.0,11.0,48,2
18720,New construction,103000.0,1370.0,75.0,exist,exist,2.0,17.0,17.0,46,3
18721,Old building,92000.0,1840.0,50.0,exist,exist,2.0,8.0,9.0,47,3
18722,New construction,130000.0,2170.0,60.0,exist,exist,2.0,15.0,20.0,48,2
18723,New construction,350000.0,1840.0,190.0,exist,exist,4.0,2.0,16.0,46,1
18724,New construction,280000.0,2390.0,117.0,exist,exist,3.0,11.0,14.0,57,3
18725,Old building,142000.0,1890.0,75.0,exist,exist,3.0,9.0,9.0,49,3
18726,New construction,184000.0,1880.0,98.0,exist,exist,3.0,9.0,18.0,50,2
18727,New construction,180000.0,2120.0,85.0,exist,exist,3.0,3.0,25.0,57,1
18728,Old building,145000.0,2230.0,65.0,exist,exist,2.0,6.0,9.0,49,2
